iris.data.txt,Basic Rough,2,0,39,25,
iris.data.txt,Basic Rough,2,1,39,32,
iris.data.txt,Basic Rough,2,2,36,25,
iris.data.txt,Basic Rough,2,3,36,22,
iris.data.txt,Basic Rough,3,0,39,34,
iris.data.txt,Basic Rough,3,1,39,35,
iris.data.txt,Basic Rough,3,2,36,32,
iris.data.txt,Basic Rough,3,3,36,29,
iris.data.txt,Basic Rough,4,0,39,31,
iris.data.txt,Basic Rough,4,1,39,30,
iris.data.txt,Basic Rough,4,2,36,29,
iris.data.txt,Basic Rough,4,3,36,27,
iris.data.txt,Basic Rough,5,0,39,29,
iris.data.txt,Basic Rough,5,1,39,32,
iris.data.txt,Basic Rough,5,2,36,25,
iris.data.txt,Basic Rough,5,3,36,25,
iris.data.txt,Basic Rough,6,0,39,27,
iris.data.txt,Basic Rough,6,1,39,27,
iris.data.txt,Basic Rough,6,2,36,27,
iris.data.txt,Basic Rough,6,3,36,20,
iris.data.txt,Basic Rough,7,0,39,21,
iris.data.txt,Basic Rough,7,1,39,21,
iris.data.txt,Basic Rough,7,2,36,24,
iris.data.txt,Basic Rough,7,3,36,21,
iris.data.txt,Basic Rough,8,0,39,20,
iris.data.txt,Basic Rough,8,1,39,18,
iris.data.txt,Basic Rough,8,2,36,14,
iris.data.txt,Basic Rough,8,3,36,20,
iris.data.txt,Basic Rough,9,0,39,16,
iris.data.txt,Basic Rough,9,1,39,15,
iris.data.txt,Basic Rough,9,2,36,18,
iris.data.txt,Basic Rough,9,3,36,18,
iris.data.txt,Basic Rough,10,0,39,17,
iris.data.txt,Basic Rough,10,1,39,15,
iris.data.txt,Basic Rough,10,2,36,11,
iris.data.txt,Basic Rough,10,3,36,12,
iris.data.txt,Basic Rough,11,0,39,13,
iris.data.txt,Basic Rough,11,1,39,12,
iris.data.txt,Basic Rough,11,2,36,16,
iris.data.txt,Basic Rough,11,3,36,15,
iris.data.txt,Basic Rough,12,0,39,12,
iris.data.txt,Basic Rough,12,1,39,11,
iris.data.txt,Basic Rough,12,2,36,8,
iris.data.txt,Basic Rough,12,3,36,8,
iris.data.txt,Basic Rough,13,0,39,11,
iris.data.txt,Basic Rough,13,1,39,8,
iris.data.txt,Basic Rough,13,2,36,10,
iris.data.txt,Basic Rough,13,3,36,11,
iris.data.txt,Basic Rough,14,0,39,8,
iris.data.txt,Basic Rough,14,1,39,3,
iris.data.txt,Basic Rough,14,2,36,6,
iris.data.txt,Basic Rough,14,3,36,7,
