iris.data.txt,Advanced Rough,2,0,39,25,
iris.data.txt,Advanced Rough,2,1,39,32,
iris.data.txt,Advanced Rough,2,2,36,25,
iris.data.txt,Advanced Rough,2,3,36,22,
iris.data.txt,Advanced Rough,3,0,39,37,
iris.data.txt,Advanced Rough,3,1,39,38,
iris.data.txt,Advanced Rough,3,2,36,35,
iris.data.txt,Advanced Rough,3,3,36,31,
iris.data.txt,Advanced Rough,4,0,39,36,
iris.data.txt,Advanced Rough,4,1,39,39,
iris.data.txt,Advanced Rough,4,2,36,33,
iris.data.txt,Advanced Rough,4,3,36,32,
iris.data.txt,Advanced Rough,5,0,39,36,
iris.data.txt,Advanced Rough,5,1,39,38,
iris.data.txt,Advanced Rough,5,2,36,32,
iris.data.txt,Advanced Rough,5,3,36,33,
iris.data.txt,Advanced Rough,6,0,39,36,
iris.data.txt,Advanced Rough,6,1,39,38,
iris.data.txt,Advanced Rough,6,2,36,33,
iris.data.txt,Advanced Rough,6,3,36,32,
iris.data.txt,Advanced Rough,7,0,39,37,
iris.data.txt,Advanced Rough,7,1,39,38,
iris.data.txt,Advanced Rough,7,2,36,35,
iris.data.txt,Advanced Rough,7,3,36,31,
iris.data.txt,Advanced Rough,8,0,39,37,
iris.data.txt,Advanced Rough,8,1,39,39,
iris.data.txt,Advanced Rough,8,2,36,35,
iris.data.txt,Advanced Rough,8,3,36,33,
iris.data.txt,Advanced Rough,9,0,39,37,
iris.data.txt,Advanced Rough,9,1,39,38,
iris.data.txt,Advanced Rough,9,2,36,35,
iris.data.txt,Advanced Rough,9,3,36,33,
iris.data.txt,Advanced Rough,10,0,39,36,
iris.data.txt,Advanced Rough,10,1,39,39,
iris.data.txt,Advanced Rough,10,2,36,35,
iris.data.txt,Advanced Rough,10,3,36,33,
iris.data.txt,Advanced Rough,11,0,39,36,
iris.data.txt,Advanced Rough,11,1,39,39,
iris.data.txt,Advanced Rough,11,2,36,35,
iris.data.txt,Advanced Rough,11,3,36,33,
iris.data.txt,Advanced Rough,12,0,39,36,
iris.data.txt,Advanced Rough,12,1,39,39,
iris.data.txt,Advanced Rough,12,2,36,35,
iris.data.txt,Advanced Rough,12,3,36,33,
iris.data.txt,Advanced Rough,13,0,39,36,
iris.data.txt,Advanced Rough,13,1,39,39,
iris.data.txt,Advanced Rough,13,2,36,35,
iris.data.txt,Advanced Rough,13,3,36,33,
iris.data.txt,Advanced Rough,14,0,39,36,
iris.data.txt,Advanced Rough,14,1,39,39,
iris.data.txt,Advanced Rough,14,2,36,35,
iris.data.txt,Advanced Rough,14,3,36,33,
iris.data.txt,Advanced Rough,15,0,39,36,
iris.data.txt,Advanced Rough,15,1,39,39,
iris.data.txt,Advanced Rough,15,2,36,35,
iris.data.txt,Advanced Rough,15,3,36,33,
iris.data.txt,Advanced Rough,16,0,39,36,
iris.data.txt,Advanced Rough,16,1,39,39,
iris.data.txt,Advanced Rough,16,2,36,35,
iris.data.txt,Advanced Rough,16,3,36,33,
iris.data.txt,Advanced Rough,17,0,39,36,
iris.data.txt,Advanced Rough,17,1,39,39,
iris.data.txt,Advanced Rough,17,2,36,35,
iris.data.txt,Advanced Rough,17,3,36,33,
bupa.data.txt,Advanced Rough,2,0,87,49,
bupa.data.txt,Advanced Rough,2,1,86,53,
bupa.data.txt,Advanced Rough,2,2,86,50,
bupa.data.txt,Advanced Rough,2,3,86,42,
bupa.data.txt,Advanced Rough,3,0,87,48,
bupa.data.txt,Advanced Rough,3,1,86,51,
bupa.data.txt,Advanced Rough,3,2,86,43,
bupa.data.txt,Advanced Rough,3,3,86,50,
bupa.data.txt,Advanced Rough,4,0,87,46,
bupa.data.txt,Advanced Rough,4,1,86,49,
bupa.data.txt,Advanced Rough,4,2,86,39,
bupa.data.txt,Advanced Rough,4,3,86,47,
bupa.data.txt,Advanced Rough,5,0,87,48,
bupa.data.txt,Advanced Rough,5,1,86,57,
bupa.data.txt,Advanced Rough,5,2,86,48,
bupa.data.txt,Advanced Rough,5,3,86,41,
bupa.data.txt,Advanced Rough,6,0,87,47,
bupa.data.txt,Advanced Rough,6,1,86,58,
bupa.data.txt,Advanced Rough,6,2,86,45,
bupa.data.txt,Advanced Rough,6,3,86,47,
bupa.data.txt,Advanced Rough,7,0,87,51,
bupa.data.txt,Advanced Rough,7,1,86,53,
bupa.data.txt,Advanced Rough,7,2,86,53,
bupa.data.txt,Advanced Rough,7,3,86,44,
bupa.data.txt,Advanced Rough,8,0,87,52,
bupa.data.txt,Advanced Rough,8,1,86,56,
bupa.data.txt,Advanced Rough,8,2,86,52,
bupa.data.txt,Advanced Rough,8,3,86,45,
bupa.data.txt,Advanced Rough,9,0,87,52,
bupa.data.txt,Advanced Rough,9,1,86,58,
bupa.data.txt,Advanced Rough,9,2,86,48,
bupa.data.txt,Advanced Rough,9,3,86,50,
bupa.data.txt,Advanced Rough,10,0,87,55,
bupa.data.txt,Advanced Rough,10,1,86,59,
bupa.data.txt,Advanced Rough,10,2,86,49,
